datestop=5102014, pct=113, crimsusp=MISDEMEANOR, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=F, race=B, agerange=30-39, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5062014, pct=79, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=T, premname=VEHICLE, city=BROOKLYN
datestop=5192014, pct=106, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=A, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5102014, pct=101, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5072014, pct=45, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=F/O HOUSE, city=BRONX
datestop=5242014, pct=103, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=A, agerange=30-39, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BR, eyecolor=BR, build=T, premname=SIDEWALK, city=QUEENS
datestop=5212014, pct=121, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=50+, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=STATEN ISLAND
datestop=5082014, pct=43, crimsusp=MISD, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=HALLWAY, city=BRONX
datestop=5222014, pct=101, crimsusp=CPW, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=U, premname=STREET, city=QUEENS
datestop=5302014, pct=121, crimsusp=MISDEMEANOR, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=6'0''- 6'5'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=STATEN ISLAND
datestop=5202014, pct=121, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5292014, pct=10, crimsusp=MISDEMEANOR, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=50+, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=RESIDENTIAL, city=MANHATTAN
datestop=5192014, pct=112, crimsusp=FEL GLFA, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=P, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BR, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5062014, pct=110, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=P, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=QUEENS
datestop=5232014, pct=102, crimsusp=BURGLARY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=PUBLIC STREET, city=QUEENS
datestop=5182014, pct=120, crimsusp=GLA, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BK, build=M, premname=STREET, city=STATEN ISLAND
datestop=5102014, pct=28, crimsusp=MISD, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=PUBLIC SIDEWALK, city=MANHATTAN
datestop=5302014, pct=102, crimsusp=BURGLARY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=M, premname=PARK, city=QUEENS
datestop=5192014, pct=106, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5302014, pct=107, crimsusp=GRAND LARCENY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'0''- 5'5'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=H, premname=STREET, city=QUEENS
datestop=5212014, pct=33, crimsusp=CPW, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'5''- 5'11'', weightrange=250+, haircolor=BK, eyecolor=BR, build=H, premname=, city=MANHATTAN
datestop=5202014, pct=44, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=F, race=B, agerange=Unknown, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BRONX
datestop=5022014, pct=102, crimsusp=BURGLARY, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'0''- 5'5'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5092014, pct=47, crimsusp=FEL, typeofid=V, arstmade=Y, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=BRONX
datestop=5212014, pct=10, crimsusp=CPM, typeofid=P, arstmade=Y, offunif=Y, frisked=Y, searched=Y, contrabn=Y, sex=M, race=B, agerange=30-39, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BA, eyecolor=BR, build=M, premname=LOBBY, city=MANHATTAN
datestop=5272014, pct=121, crimsusp=MISDEMEANOR, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=RESIDENTIAL, city=STATEN ISLAND
datestop=5192014, pct=106, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BK, build=M, premname=STREET, city=QUEENS
datestop=5182014, pct=73, crimsusp=FEL, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=PARK / PLAYGROUND, city=BROOKLYN
datestop=5212014, pct=90, crimsusp=FEL, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=P, agerange=20-29, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5212014, pct=69, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=, city=BROOKLYN
datestop=5172014, pct=47, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=Y, frisked=N, searched=N, contrabn=N, sex=Z, race=Q, agerange=40-49, htrange=5'0''- 5'5'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=H, premname=BUILDING ENTRANCE, city=BRONX
datestop=5202014, pct=120, crimsusp=CPW, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BR, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5282014, pct=49, crimsusp=CPW, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BRONX
datestop=5172014, pct=120, crimsusp=GLA, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=6'0''- 6'5'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5192014, pct=52, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=50+, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BRONX
datestop=5172014, pct=114, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=F, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BK, build=T, premname="STREET, city=
datestop=5212014, pct=102, crimsusp=BURG, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=F, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BR, eyecolor=BR, build=M, premname=APT BUILDING, city=QUEENS
datestop=5222014, pct=50, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BK, build=T, premname=SIDEWALK, city=BRONX
datestop=5072014, pct=120, crimsusp=CPW, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=STATEN ISLAND
datestop=5042014, pct=73, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=BROOKLYN
datestop=5202014, pct=84, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=50+, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BR, eyecolor=BR, build=M, premname=COURT YARD, city=BROOKLYN
datestop=5202014, pct=60, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BL, eyecolor=BR, build=T, premname=, city=BROOKLYN
datestop=5102014, pct=25, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=6'0''- 6'5'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=T, premname=, city=MANHATTAN
datestop=5192014, pct=101, crimsusp=FELONY, typeofid=R, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5052014, pct=107, crimsusp=ROBBERY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5212014, pct=107, crimsusp=GRAND LARCENY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=40-49, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5132014, pct=66, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BK, build=M, premname=, city=BROOKLYN
datestop=5122014, pct=106, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=40-49, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BK, build=M, premname=SIDEWALK, city=QUEENS
datestop=5282014, pct=106, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5202014, pct=60, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BL, eyecolor=BR, build=T, premname=, city=BROOKLYN
datestop=5142014, pct=120, crimsusp=CPW, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5202014, pct=62, crimsusp=BURGLARY, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=40-49, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BR, eyecolor=BK, build=T, premname=CONSTRUCTION SITE, city=BROOKLYN
datestop=5192014, pct=101, crimsusp=FELONY, typeofid=R, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5212014, pct=41, crimsusp=ASSAULT 2, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'0''- 5'5'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=Z, premname=STREET, city=BRONX
datestop=5152014, pct=9, crimsusp=C.P.C.S, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BR, eyecolor=BR, build=M, premname=SIDE WALK, city=MANHATTAN
datestop=5172014, pct=24, crimsusp=ASSAULT 2, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=F, race=P, agerange=<20, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=M, premname=STREET CORNER, city=MANHATTAN
datestop=5082014, pct=105, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=6'0''- 6'5'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=M/V, city=QUEENS
datestop=5202014, pct=28, crimsusp=FEL, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=PUBLIC SIDEWALK, city=MANHATTAN
datestop=5302014, pct=23, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=F, race=W, agerange=40-49, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BL, eyecolor=BL, build=T, premname=STREET, city=MANHATTAN
datestop=5192014, pct=105, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=30-39, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=STREET, city=QUEENS
datestop=5092014, pct=120, crimsusp=CPW, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5292014, pct=67, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=, city=BROOKLYN
datestop=5302014, pct=44, crimsusp=CPW / ROB, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BRONX
datestop=5222014, pct=79, crimsusp=CRIM TRES, typeofid=P, arstmade=Y, offunif=N, frisked=Y, searched=N, contrabn=Y, sex=M, race=Q, agerange=30-39, htrange=6'0''- 6'5'', weightrange=250+, haircolor=BR, eyecolor=BR, build=M, premname=APARTMENT HALLWAY, city=BROOKLYN
datestop=5122014, pct=60, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=40-49, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=STREET CORNER, city=BROOKLYN
datestop=5232014, pct=107, crimsusp=GRAND LARCENY, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=40-49, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5132014, pct=52, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=P, agerange=<20, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BRONX
datestop=5092014, pct=113, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=6'0''- 6'5'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=T, premname=PARKIING LOT, city=QUEENS
datestop=5272014, pct=121, crimsusp=MISDEMEANOR, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=40-49, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=H, premname=COMMERCIAL, city=STATEN ISLAND
datestop=5282014, pct=41, crimsusp=CRIMINAL MISCHIEF PL, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=RESIDENTIAL BUILDING, city=BRONX
datestop=5072014, pct=88, crimsusp=MISD, typeofid=V, arstmade=Y, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=6'0''- 6'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=ROOF, city=BROOKLYN
datestop=5022014, pct=114, crimsusp=FEL, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5282014, pct=109, crimsusp=GRAND LARCENY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=F, race=W, agerange=20-29, htrange=5'0''- 5'5'', weightrange=170-179, haircolor=BR, eyecolor=HA, build=H, premname=SIDE WALK, city=QUEENS
datestop=5102014, pct=73, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=6'0''- 6'5'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=WALKWAY, city=BROOKLYN
datestop=5072014, pct=107, crimsusp=GRAND LARCENY, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=A, agerange=<20, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BR, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5212014, pct=106, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=A, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5302014, pct=67, crimsusp=FEL, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=T, premname=RESIDENTIAL, city=BROOKLYN
datestop=5262014, pct=105, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5182014, pct=112, crimsusp=FEL, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5302014, pct=120, crimsusp=CSM, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=R/O, city=STATEN ISLAND
datestop=5192014, pct=47, crimsusp=CPW, typeofid=O, arstmade=Y, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=P, agerange=20-29, htrange=6'0''- 6'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=M, premname=, city=BRONX
